store_number,store_name,store_type,street_address,city,state,zip,has_15O,has_34O,has_15U,has_34U,current_sku_count,on_endcap_no_catalyst,endcap_recommended_qty,latitude,longitude
2135,"COBLESKILL, NY",Supercenter,139 MERCHANT PL,COBLESKILL,NY,12043,Y,,,,1,,9,42.677853,-74.4854172
2138,"LEBANON, NH",Wal-Mart,285 PLAINFIELD RD,WEST LEBANON,NH,03784,Y,,,,1,,9,43.623406415999,-72.326331169738
2139,"LYNN, MA",Wal-Mart,780 LYNNWAY,LYNN,MA,01905,Y,,,,1,,9,42.450133765545,-70.963089549894
2140,"NORTH CONWAY, NH",Supercenter,46 N SOUTH RD,NORTH CONWAY,NH,03860,Y,,,,1,,9,44.018239079899,-71.109018865365
2146,"AMSTERDAM, NY",Supercenter,101 SANFORD FARMS SHOPPING CTR,AMSTERDAM,NY,12010,Y,,,Y,2,,9,42.9362232,-74.1905821
2147,"MISSOULA, MT",Supercenter,4000 US-93 BUS,MISSOULA,MT,59804,Y,Y,,,2,,9,46.8701049,-113.995267
2149,"MT VERNON, OH",Supercenter,1575 COSHOCTON AVE,MOUNT VERNON,OH,43050,Y,,,Y,2,,9,40.402462442894,-82.441349175272
2154,"DULUTH, (NW), GA",Supercenter,2635 PLEASANT HILL RD,DULUTH,GA,30096,,Y,,,1,,9,33.9845,-84.1529
2155,"GARDNER, MA",Supercenter,677 TIMPANY BLVD,GARDNER,MA,01440,Y,,,,1,,9,42.54994899814,-71.991836015299
2157,"NORTH DARTMOUTH, MA",Supercenter,506 STATE RD,NORTH DARTMOUTH,MA,02747,Y,,,,1,,9,41.6389926,-70.9703171
2159,"ALLEGANY, NY",Supercenter,1869 PLAZA DR,OLEAN,NY,14760,Y,,,Y,2,,9,42.07988216435,-78.467763538259
2160,"PETERSBURG, VA",Supercenter,3500 S CRATER RD,PETERSBURG,VA,23805,Y,,,,1,,9,37.181327067404,-77.365624838845
2169,"LEHIGHTON, PA",Supercenter,1731 BLAKESLEE BOULEVARD DR E,LEHIGHTON,PA,18235,Y,Y,,,2,,9,40.811905740618,-75.741421014184
2178,"CALAIS, ME",Supercenter,379 SOUTH ST,CALAIS,ME,04619,Y,Y,,,2,,9,45.172641449843,-67.278618216143
2183,"OXFORD, ME",Supercenter,1240 MAIN ST,OXFORD,ME,04270,,,,,0,Y,9,44.1118,-70.5098
2185,"SELINSGROVE, PA",Supercenter,980 N SUSQUEHANNA TRL,SELINSGROVE,PA,17870,Y,,,,1,,9,40.8062437,-76.8607084
2189,"RENO (S), NV",Supercenter,4855 KIETZKE LN,RENO,NV,89509,Y,,,,1,,9,39.479942101081,-119.793559443173
2190,"WOODLAND, CA",Wal-Mart,1720 E MAIN ST,WOODLAND,CA,95776,,Y,,,1,,9,38.677102957424,-121.741081220585
2192,"HOUGHTON, MI",Supercenter,995 RAZORBACK DR,HOUGHTON,MI,49931,Y,,,,1,,9,47.109735218164,-88.57882867338
2193,"STEUBENVILLE, OH",Supercenter,100 MALL DR,STEUBENVILLE,OH,43952,Y,,Y,,2,,9,40.371030649866,-80.670712171103
2195,"HOWELL, NJ",Supercenter,4900 US HIGHWAY 9,HOWELL,NJ,07731,Y,,,,1,,9,40.133411093468,-74.224094399799
2197,"WARREN, OH",Supercenter,2016 MILLENNIUM BLVD,CORTLAND,OH,44410,Y,,,Y,2,,9,41.274379058302,-80.774353837917
2199,"ST CLAIRSVILLE, OH",Supercenter,50739 VALLEY PLAZA DR,SAINT CLAIRSVILLE,OH,43950,Y,,,,1,,9,40.0806266,-80.9000916
2208,"SAYRE, PA",Supercenter,1887 ELMIRA ST,SAYRE,PA,18840,Y,,,,1,,9,41.977434711915,-76.541693941401
2209,"ZANESVILLE, OH",Supercenter,2850 MAPLE AVE,ZANESVILLE,OH,43701,Y,,,,1,,9,39.975039374467,-82.012945003461
2214,"COLUMBIA, (E), SC",Supercenter,5420 FOREST DR,COLUMBIA,SC,29206,Y,,,,1,,9,34.022988946117,-80.954744328298
2224,"WILLISTON, VT",Wal-Mart,863 HARVEST LN,WILLISTON,VT,05495,Y,,,,1,,9,44.442990605588,-73.120778948607
2228,"PITTSFIELD, MA",Wal-Mart,555 HUBBARD AVE STE 12,PITTSFIELD,MA,01201,Y,,,,1,,9,42.468348818527,-73.196833545522
2229,,,,,,,Y,Y,,,2,,9,,
2234,"ROME, NY",Supercenter,5815 ROME TABERG RD,ROME,NY,13440,Y,Y,,,2,,9,43.2102196,-75.4583956
2237,"LEHIGH ACRES, FL",Supercenter,2523 LEE BLVD,LEHIGH ACRES,FL,33971,Y,,,,1,,9,26.615628423346,-81.665455184264
2239,"SAN ANTONIO (W), TX",Supercenter,8923 W MILITARY DR,SAN ANTONIO,TX,78245,Y,,,,1,,9,29.4189,-98.6895
2241,"SUNNYSIDE, WA",Supercenter,2675 E LINCOLN AVE,SUNNYSIDE,WA,98944,Y,Y,,,2,,9,46.316706252298,-119.988994696456
2242,"ANAHEIM, CA",Supercenter,440 N EUCLID ST,ANAHEIM,CA,92801,Y,,,,1,,9,33.836986676896,-117.941485474752
2249,"CHEHALIS, WA",Supercenter,1601 NW LOUISIANA AVE,CHEHALIS,WA,98532,Y,Y,Y,,3,,9,46.6599653,-122.963432
2254,"HAMMONTON, NJ",Wal-Mart,55 S WHITE HORSE PIKE,HAMMONTON,NJ,08037,Y,,,,1,,9,39.643119083451,-74.781874195059
2255,"HAZLETON, PA",Supercenter,761 AIRPORT RD,HAZLE TOWNSHIP,PA,18202,Y,,,,1,,9,40.988378560017,-76.012586697548
2257,"HOUSTON, TX",Supercenter,13484 NORTHWEST FWY,HOUSTON,TX,77040,Y,,,,1,,9,29.852048753963,-95.510250602944
2259,"KALISPELL, MT",Supercenter,170 HUTTON RANCH RD,KALISPELL,MT,59901,Y,,,,1,,9,48.232902162436,-114.326585333451
2262,"ONEONTA, NY",Supercenter,5054 STATE HIGHWAY 23,ONEONTA,NY,13820,Y,Y,Y,,3,,9,42.448971193882,-75.041636686581
2265,"SIMPSONVILLE, SC",Supercenter,3950 GRANDVIEW DR,SIMPSONVILLE,SC,29680,Y,Y,,,2,,9,34.71434263654,-82.250865096784
2269,"YAKIMA, WA",Supercenter,1600 E CHESTNUT AVE,YAKIMA,WA,98901,Y,,,Y,2,,9,46.603069990839,-120.481540162713
2270,"DURANGO, CO",Supercenter,1155 S CAMINO DEL RIO,DURANGO,CO,81303,Y,,,Y,2,,9,37.2769484,-107.8766
2271,"SHAWANO, WI",Supercenter,1244 EAST GREEN BAY,SHAWANO,WI,54166,Y,,,,1,,9,44.782098431897,-88.588807421475
2272,"CAMBRIDGE, MD",Supercenter,2775 DORCHESTER SQ,CAMBRIDGE,MD,21613,Y,,,,1,,9,38.554308413337,-76.056287817752
2275,"OXFORD, OH",Supercenter,5720 COLLEGE CORNER PIKE,OXFORD,OH,45056,Y,,,,1,,9,39.528508388274,-84.77048927178
2281,"WEST MIFFLIN, PA",Supercenter,2351 CENTURY DR,WEST MIFFLIN,PA,15122,Y,Y,Y,,3,,9,40.3634026,-79.8664375
2285,"HERKIMER, NY",Supercenter,103 N CAROLINE ST,HERKIMER,NY,13350,Y,Y,,,2,,9,43.023096016541,-74.993378207098
2287,"NEW CASTLE, PA",Supercenter,2501 W STATE ST,NEW CASTLE,PA,16101,Y,,,,1,,9,41.011480777715,-80.393066148031
2291,CHULA VISTA (W) CA,Wal-Mart,75 NORTH BROADWAY,CHULA VISTA,CA,91910,Y,,,,1,,9,32.645563747119,-117.09507171361
2295,"RICHMOND, VA",Supercenter,7901 BROOK RD,RICHMOND,VA,23227,Y,,,,1,,9,37.630179761149,-77.45844568751
2306,"NORTHPORT, AL",Supercenter,5710 MCFARLAND BLVD,NORTHPORT,AL,35476,Y,,,,1,,9,33.235242124858,-87.613417250416
2307,"SOUTH JORDAN, UT",Supercenter,11328 S JORDAN GTWY,SOUTH JORDAN,UT,84095,Y,Y,,,2,,9,40.546943942463,-111.898710525118
2310,"KNOXVILLE (E), TN",Supercenter,3051 KINZEL WAY,KNOXVILLE,TN,37924,,Y,,,1,,9,36.029972218682,-83.867077319291
2311,"HUNTINGTON, IN",Supercenter,2800 WAL MART DR,HUNTINGTON,IN,46750,Y,,,,1,,9,40.899236659802,-85.513888681358
2312,"ROANOKE (N), VA",Supercenter,4807 VALLEY VIEW BLVD NW,ROANOKE,VA,24012,Y,,Y,,2,,9,37.303786762615,-79.959598399912
2315,"DALLAS, OR",Wal-Mart,321 NE KINGS VALLEY HWY,DALLAS,OR,97338,Y,,,,1,,9,44.9189206,-123.315869
2318,"INDIANA, PA",Supercenter,3100 OAKLAND AVE,INDIANA,PA,15701,Y,Y,Y,Y,4,,9,40.601116896119,-79.192974496348
2322,"GERMANTOWN, TN",Supercenter,577 N GERMANTOWN PKWY,CORDOVA,TN,38018,Y,,,,1,,9,35.141295526323,-89.795783675388
2326,"HORNELL, NY",Wal-Mart,1000 STATE ROUTE 36,HORNELL,NY,14843,,,,,0,Y,9,42.3274,-77.6569
2332,"ST. ALBANS, VT",Wal-Mart,700 TUCKERS WAY,ST. ALBANS,VT,05478,,,,,0,Y,9,44.8111,-73.089
2333,APPLE VALLEY CA,Wal-Mart,20251 HWY 18,APPLE VALLEY,CA,92307,,Y,,,1,,9,34.5008311,-117.1858759
2337,"ROCKY MOUNT, VA",Supercenter,550 OLD FRANKLIN TPKE,ROCKY MOUNT,VA,24151,,,,,0,Y,9,36.9891,-79.884
2345,,,,,,,Y,,,,1,,9,,
2350,"WAUSEON, OH",Supercenter,485 AIRPORT HWY,WAUSEON,OH,43567,Y,,,,1,,9,41.573581621706,-84.135254693548
2351,"CATSKILL, NY",Supercenter,30 CATSKILL CMNS,CATSKILL,NY,12414,,Y,Y,,2,,9,42.213526722937,-73.881947753868
2352,"CAMBRIDGE, MN",Supercenter,2101 2ND AVE SE,CAMBRIDGE,MN,55008,Y,,,Y,2,,9,45.573878224693,-93.212520297147
2358,"ALPENA, MI",Supercenter,1180 M 32 W,ALPENA,MI,49707,Y,,,,1,,9,45.061563679715,-83.490915286959
2359,"ASHTABULA, OH",Supercenter,3551 N RIDGE RD E,ASHTABULA,OH,44004,Y,,,Y,2,,9,41.880583698366,-80.749563317687
2365,"MT POCONO, PA",Supercenter,3271 ROUTE 940,MOUNT POCONO,PA,18344,,,,,0,Y,9,41.1216,-75.3529
2367,"PINE CITY, MN",Supercenter,950 11TH ST SW,PINE CITY,MN,55063,Y,,,,1,,9,45.8260672,-92.9685423
2368,"E STROUDSBURG, PA",Supercenter,355 LINCOLN AVE,EAST STROUDSBURG,PA,18301,,,,,0,Y,9,41.0367,-75.1735
2369,"TILTON, NH",Supercenter,33 SHERWOOD DRIVE,TILTON,NH,03276,Y,,,,1,,9,43.452646951637,-71.576490523968
2370,"TROY, NY",Supercenter,760 HOOSICK RD,TROY,NY,12180,Y,Y,,,2,,9,42.746233283492,-73.640675061807
2386,"WARE, MA",Supercenter,352 PALMER RD,WARE,MA,01082,Y,,,,1,,9,42.239588662002,-72.280319888875
2388,"PORTLAND, IN",Supercenter,950 W VOTAW ST,PORTLAND,IN,47371,Y,Y,,Y,3,,9,40.439323328965,-84.991002774586
2395,TULSA (RIVER),Neighborhood Market,9411 S DELAWARE AVE,TULSA,OK,74137,,,,,0,Y,9,36.0284,-95.9306
2400,"CHILLICOTHE, OH",Supercenter,85 RIVER TRCE,CHILLICOTHE,OH,45601,Y,,,Y,2,,9,39.346449485275,-82.970953395977
2401,"DUARTE, CA",Wal-Mart,1600 MOUNTAIN AVE,DUARTE,CA,91010,Y,,Y,,2,,9,34.134958647949,-117.986254647346
2402,"ELKO, NV",Supercenter,2944 MOUNTAIN CITY HWY,ELKO,NV,89801,,Y,Y,,2,,9,40.839590083552,-115.795152774783
2412,"ELLICOTT CITY, MD",Supercenter,3200 NORTH RIDGE RD,ELLICOTT CITY,MD,21043,,,,,0,Y,9,39.2548,-76.8001
2417,"PETOSKEY,MI",Supercenter,1850 ANDERSON RD,PETOSKEY,MI,49770,Y,,,,1,,9,45.35956609079,-84.970910117737
2420,"BELLE VERNON, PA",Supercenter,100 SARA WAY,BELLE VERNON,PA,15012,Y,,,,1,,9,40.1250725,-79.8664356
2421,"ST CROIX FALLS, WI",Supercenter,2212 GLACIER DR,SAINT CROIX FALLS,WI,54024,Y,,,,1,,9,45.398853317952,-92.605713662766
2424,"TICONDEROGA, NY",Supercenter,1134 WICKER ST,TICONDEROGA,NY,12883,,,,,0,Y,9,43.8463,-73.4426
2426,"COLUMBUS (SW), OH",Supercenter,5200 WEST POINTE PLAZA,COLUMBUS,OH,43228,Y,,,,1,,9,39.9622601,-83.0007065
2427,"DALLAS, TX",Supercenter,9301 FOREST LN,DALLAS,TX,75243,Y,,,,1,,9,32.909307059031,-96.741346676355
2429,"SPRINGFIELD, OH",Supercenter,2100 N BECHTLE AVE,SPRINGFIELD,OH,45504,Y,,,Y,2,,9,39.953206534702,-83.82856694126
2433,GARLAND TX,Neighborhood Market,101 W BUCKINGHAM RD,GARLAND,TX,75040,Y,,,,1,,9,32.912624,-96.6388833
2434,"IRON MOUNTAIN, MI",Supercenter,1920 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,Y,,,,1,,9,45.809566250204,-88.039010245817
2436,"ELDERSBURG, MD",Supercenter,6400A RIDGE RD,SYKESVILLE,MD,21784,Y,,,,1,,9,39.393778936863,-76.932376158886
2437,"WARRENTON, VA",Supercenter,700 JAMES MADISON HWY,WARRENTON,VA,20186,Y,,,,1,,9,38.697174155033,-77.787789072598
2439,BAYTOWN TX,Supercenter,8700 N HIGHWAY 146,BAYTOWN,TX,77523,Y,,,,1,,9,29.819236930596,-94.899247620854
2441,"HAMILTON, OH",Supercenter,1505 MAIN ST,HAMILTON,OH,45013,Y,,,Y,2,,9,39.428676555583,-84.59894111135
2452,"MILWAUKEE, WI",Supercenter,401 E CAPITOL DR,MILWAUKEE,WI,53212,Y,,,,1,,9,43.089185107339,-87.906040756673
2453,"FALLON,NV",Supercenter,2333 RENO HWY,FALLON,NV,89406,Y,,,,1,,9,39.47754769212,-118.806003546816
2465,AUGUSTA WINDSOR GA,Neighborhood Market,3697 WINDSOR SPRING RD,HEPHZIBAH,GA,30815,Y,,,,1,,9,33.381564643403,-82.069408275711
2467,,,,,,,Y,,,,1,,9,30.647288441938,-87.143097986014
2469,"LONGVIEW, WA",Supercenter,540 7TH AVE,LONGVIEW,WA,98632,Y,,,,1,,9,46.120865684889,-122.932946245946
2471,"COLUMBUS, (NW) OH",Supercenter,5900 BRITTON PKWY,DUBLIN,OH,43016,Y,Y,Y,,3,,9,40.073066474241,-83.139064285123
2474,"KEYSER, WV",Supercenter,RR 4 BOX 82,KEYSER,WV,26726,Y,,,,1,,9,39.4527,-78.8926
2475,"CONYERS, GA",Supercenter,1436 DOGWOOD DR SE,CONYERS,GA,30013,Y,,,,1,,9,33.650575176981,-83.998883966021
2476,"COLLEGE PLACE, WA",Supercenter,1700 SE MEADOWBROOK BLVD,COLLEGE PLACE,WA,99324,Y,,,Y,2,,9,46.033857221995,-118.381807808789
2477,"ROSEBURG, OR",Supercenter,2125 NW STEWART PKWY,ROSEBURG,OR,97471,Y,,Y,,2,,9,43.233966085891,-123.372221578613
2480,"HONESDALE, PA",Supercenter,723A OLD WILLOW AVE,HONESDALE,PA,18431,Y,,,,1,,9,41.554004732535,-75.226815830872
2481,"SHAMOKIN, PA",Supercenter,9300 STATE ROUTE 61,COAL TOWNSHIP,PA,17866,Y,,,,1,,9,40.788821747591,-76.507080102519
2485,"PONDERAY, ID",Supercenter,476999 HIGHWAY 95,PONDERAY,ID,83852,Y,,,,1,,9,48.308226300886,-116.546037500415
2491,"DANVILLE, IL",Supercenter,4101 N VERMILION ST STE A,DANVILLE,IL,61834,Y,,,,1,,9,40.196532965857,-87.629512362766
2492,"PENDLETON,OR",Supercenter,2203 SW COURT AVE,PENDLETON,OR,97801,Y,,,,1,,9,45.666133009653,-118.809043828298
2496,"BOONE, NC",Supercenter,200 WATAUGA VILLAGE DR,BOONE,NC,28607,Y,,,,1,,9,36.196376486301,-81.657067747682
2500,,,,,,,,,,,0,Y,9,,
2502,LATROBE PA,Supercenter,100 COLONY LN,LATROBE,PA,15650,Y,,,Y,2,,9,40.285908450772,-79.382420727319
2505,"MISSOURI CITY, TX",Supercenter,5501 HIGHWAY 6,MISSOURI CITY,TX,77459,Y,Y,,,2,,9,29.572381346094,-95.570857547926
2507,"SANTA MARIA, CA",Wal-Mart,2220 S BRADLEY RD,SANTA MARIA,CA,93455,Y,,,,1,,9,34.923519225255,-120.41906621912
2509,"CHILTON, WI",Supercenter,810 S IRISH RD,CHILTON,WI,53014,Y,,,,1,,9,44.022858041352,-88.142727276324
2510,"MINOCQUA,WI",Supercenter,8760 NORTHRIDGE WAY,MINOCQUA,WI,54548,Y,,,,1,,9,45.889789181764,-89.724380360969
2514,"POCOMOKE CITY, MD",Supercenter,2132 OLD SNOW HILL RD,POCOMOKE CITY,MD,21851,Y,,,,1,,9,38.0714,-75.555
2522,"ESCANABA, MI",Supercenter,601 N LINCOLN RD,ESCANABA,MI,49829,Y,,Y,,2,,9,45.752342969863,-87.077790940082
2528,"MILL HALL, PA",Supercenter,167 HOGAN BLVD,MILL HALL,PA,17751,Y,,,Y,2,,9,41.116221910956,-77.476907381669
2530,"RUTLAND, VT",Wal-Mart,90 SHOPPING PLAZA RD,RUTLAND,VT,05701,Y,,,,1,,9,43.6084792,-72.9724768
2532,"BELOIT, WI",Supercenter,2785 MILWAUKEE RD,BELOIT,WI,53511,Y,,,,1,,9,42.523954648412,-88.984837669897
2534,"DOTHAN (S), AL",Supercenter,3300 S OATES ST,DOTHAN,AL,36301,Y,,,,1,,9,31.179231958452,-85.402049353137
2535,"SAINT CLAIR, PA",Supercenter,500 TERRY RICH BLVD,SAINT CLAIR,PA,17970,Y,,,,1,,9,40.727785357998,-76.19341851091
2536,"TULARE, CA",Wal-Mart,1110 E PROSPERITY AVE,TULARE,CA,93274,Y,,,,1,,9,36.226096120812,-119.324263110132
2537,"REDDING, CA",Supercenter,1515 DANA DR,REDDING,CA,96003,Y,,,,1,,9,40.585553971673,-122.343394278329
2540,"CLARION, PA",Supercenter,63 PERKINS RD,CLARION,PA,16214,Y,,,,1,,9,41.189985606417,-79.395511785752
2541,"ALLIANCE, OH",Supercenter,2700 W STATE ST,ALLIANCE,OH,44601,Y,,,,1,,9,40.901993400783,-81.160943665494
2542,"OTTAWA, OH",Supercenter,1720 N PERRY ST,OTTAWA,OH,45875,Y,Y,,,2,,9,41.035062460088,-84.036822218667
2543,"PITTSTON, PA",Supercenter,390 ROUTE 315 HWY,PITTSTON,PA,18640,Y,,,Y,2,,9,41.307415978647,-75.763134142951
2544,"PORTAGE, IN",Supercenter,6087 US HIGHWAY 6,PORTAGE,IN,46368,Y,Y,Y,,3,,9,41.550441882468,-87.179379884132
2545,"MARINETTE, WI",Supercenter,2900 ROOSEVELT RD,MARINETTE,WI,54143,Y,,,,1,,9,45.073355011394,-87.659552172576
2555,"NEW CASTLE, DE",Wal-Mart,117 WILTON BLVD,NEW CASTLE,DE,19720,,,,,0,Y,9,39.5929,-75.6515
2560,"BERLIN, MD",Supercenter,11416 OCEAN GTWY,BERLIN,MD,21811,Y,,,,1,,9,38.3440153421,-75.162848360869
2561,"ERIE (W), PA",Supercenter,5350 W RIDGE RD,ERIE,PA,16506,Y,,,,1,,9,42.065188128901,-80.194882684516
2562,"GOODLAND, KS",Supercenter,2160 COMMERCE RD,GOODLAND,KS,67735,,,,,0,Y,9,39.3491,-101.7164
2563,"PAOLI, IN",Supercenter,735 N GOSPEL ST,PAOLI,IN,47454,,Y,,,1,,9,38.563991063377,-86.466216045167
2564,"LURAY, VA",Supercenter,1036 US HIGHWAY 211 W,LURAY,VA,22835,Y,,,,1,,9,38.660615104272,-78.49444708562
2566,"CHARLES TOWN, WV",Supercenter,96 PATRICK HENRY WAY,CHARLES TOWN,WV,25414,Y,,,,1,,9,39.300090341018,-77.830642713004
2572,"WAVERLY, OH",Supercenter,990 W EMMITT AVE,WAVERLY,OH,45690,,,,,0,Y,9,39.1264,-83.0049
2576,"CROSS LANES, WV",Supercenter,100 NITRO MARKET PL,CROSS LANES,WV,25313,Y,Y,Y,,3,,9,38.4332495,-81.7656197
2577,"HUNT VALLEY, MD",Supercenter,1 FRANKEL WAY,COCKEYSVILLE,MD,21030,Y,,,Y,2,,9,39.471591044115,-76.641328070691
2579,"CHADRON, NE",Supercenter,510 LINDEN ST,CHADRON,NE,69337,Y,,,,1,,9,42.827682619848,-103.022898339584
2580,"CLINTON, NC",Supercenter,1415 SUNSET AVE,CLINTON,NC,28328,Y,,,,1,,9,34.991602786015,-78.350971099036
2584,"TUCKER, GA",Supercenter,4375 LAWRENCEVILLE HWY,TUCKER,GA,30084,Y,,,,1,,9,33.857145814596,-84.206637826415
2590,HILLSBORO OR,Neighborhood Market,7650 NE SHALEEN ST,HILLSBORO,OR,97006,Y,,,,1,,9,45.516537560861,-122.898180286281
2596,"MOUNT VERNON, WA",Supercenter,2301 FREEWAY DR,MOUNT VERNON,WA,98273,Y,Y,Y,,3,,9,48.44152632126,-122.343192488406
2597,"FRANKLIN, PA",Supercenter,10 KIMBERLY LN,CRANBERRY,PA,16319,Y,,,,1,,9,41.350630795407,-79.718902256218
2605,"GALLIPOLIS, OH",Supercenter,2145 EASTERN AVE,GALLIPOLIS,OH,45631,Y,Y,Y,,3,,9,38.809803,-82.2023691
2608,"MILES CITY, MT",Supercenter,3205 STOWER ST,MILES CITY,MT,59301,Y,,,,1,,9,46.402687498799,-105.82003379075
2610,"LOGAN, WV",Supercenter,77 NORMAN MORGAN BLVD,LOGAN,WV,25601,Y,,,Y,2,,9,37.8024603,-81.9284776
2611,"MT.PLEASANT, PA",Supercenter,2100 SUMMIT RIDGE PLZ,MOUNT PLEASANT,PA,15666,Y,,,Y,2,,9,40.127394404787,-79.545899739372
2612,"EL PASO (NE), TX",Supercenter,1850 N ZARAGOZA RD,EL PASO,TX,79936,,,,,0,Y,9,31.7677,-106.3016
2613,"BUCYRUS, OH",Supercenter,1875 E MANSFIELD ST,BUCYRUS,OH,44820,Y,Y,,,2,,9,40.812432589333,-82.947494683086
2614,"READING (N), PA",Supercenter,5370 ALLENTOWN PIKE,TEMPLE,PA,19560,Y,,,Y,2,,9,40.41493202041,-75.920503597728
2615,"VALDOSTA (N), GA",Supercenter,3274 INNER PERIMETER RD,VALDOSTA,GA,31602,Y,Y,Y,,3,,9,30.882920755508,-83.289061297807
2616,"O`FALLON, MO",Supercenter,1307 HIGHWAY K,O FALLON,MO,63366,Y,Y,,,2,,9,38.794138281102,-90.699053581779
2618,"COMMERCE, MI",Supercenter,3301 N PONTIAC TRL,COMMERCE,MI,48390,Y,,,,1,,9,42.556472851926,-83.443185872052
2620,"HASTINGS, MI",Supercenter,1618 W M 43 HWY,HASTINGS,MI,49058,Y,,,,1,,9,42.6484514,-85.2895235
2626,"LIVE OAK, FL",Supercenter,6868 US HIGHWAY 129,LIVE OAK,FL,32060,Y,,,,1,,9,30.32642355896,-82.965471686205
2630,"JESUP, GA",Supercenter,1100 N 1ST ST,JESUP,GA,31545,Y,,Y,,2,,9,31.6043,-81.8871
2631,"LIVONIA, MI",Supercenter,29555 PLYMOUTH RD,LIVONIA,MI,48150,Y,,,Y,2,,9,42.369079376513,-83.334818241131
2632,PHOENIX SUNNYSLOPE AZ,Neighborhood Market,115 E DUNLAP AVE,PHOENIX,AZ,85020,,,,,0,Y,9,33.5623,-112.0559
2634,"GORHAM, NH",Supercenter,561 MAIN ST,GORHAM,NH,03581,Y,,,,1,,9,44.427644825333,-71.192658555411
2638,"ASHLAND, (S), KY",Supercenter,12504 U.S. ROUTE 60,ASHLAND,KY,41102,,,,,0,Y,9,38.4218,-82.7173
2639,"GILFORD, NH",Supercenter,1458 LAKE SHORE RD,GILFORD,NH,03249,Y,,,,1,,9,43.563036410073,-71.443201050232
2645,"BLACKSTONE, VA",Supercenter,1451 S MAIN ST,BLACKSTONE,VA,23824,,Y,,,1,,9,37.061219903195,-78.007045617634
2646,"PEARISBURG, VA",Supercenter,160 KINTER WAY,PEARISBURG,VA,24134,,,,,0,Y,9,37.3041,-80.7267
2647,"WOODSTOCK, VA",Supercenter,461 W RESERVOIR RD,WOODSTOCK,VA,22664,Y,,,,1,,9,38.887,-78.5217
2652,"GRANTS, NM",Supercenter,1000 ROBERT RD,GRANTS,NM,87020,Y,,,,1,,9,35.14726,-107.851446
2653,"PORTALES, NM",Supercenter,1604 E SPRUCE ST,PORTALES,NM,88130,,Y,,,1,,9,34.1859636,-103.3373367
2654,"TOMPKINSVILLE, KY",Supercenter,1650 EDMONTON RD,TOMPKINSVILLE,KY,42167,Y,,,,1,,9,36.72956789313,-85.687430482918
2662,"COVINGTON, VA",Supercenter,313 THACKER AVE,COVINGTON,VA,24426,Y,,,,1,,9,37.770253260617,-79.991295348864
2663,"EBENSBURG, PA",Supercenter,300 WALMART DR,EBENSBURG,PA,15931,Y,,,,1,,9,40.473957240887,-78.749068253575
2664,"PUNXSUTAWNEY, PA",Supercenter,21920 ROUTE 119,PUNXSUTAWNEY,PA,15767,,,,,0,Y,9,40.9479,-78.9681
2665,"SLIDELL, LA",Supercenter,167 NORTHSHORE BLVD,SLIDELL,LA,70460,Y,,,,1,,9,30.305609825473,-89.825856803794
2667,"DALLAS (E), TX",Supercenter,7401 SAMUELL BLVD,DALLAS,TX,75228,,,,,0,Y,9,32.825,-96.6784
2672,"LAMAR, CO",Supercenter,1432 E OLIVE ST,LAMAR,CO,81052,,,,,0,Y,9,38.0841,-102.6192
2674,"GREENVILLE, PA",Supercenter,45 WILLIAMSON RD,GREENVILLE,PA,16125,Y,,,,1,,9,41.413812506591,-80.359336590364
2681,"LITTLETON,NH",Wal-Mart,615 MEADOW ST,LITTLETON,NH,03561,,,,,0,Y,9,44.3112,-71.7768
2682,"BERLIN, VT",Supercenter,282 BERLIN MALL RD,BERLIN,VT,05602,Y,,,,1,,9,44.217564258169,-72.564219488199
2683,"HADLEY, MA",Wal-Mart,337 RUSSELL ST,HADLEY,MA,01035,Y,,,,1,,9,42.3606,-72.5715
2684,"NEW MARTINSVILLE, WV",Supercenter,1142 S BRIDGE ST,NEW MARTINSVILLE,WV,26155,Y,,,,1,,9,39.656024817574,-80.858027450442
2689,FRESNO CEDAR CA,Neighborhood Market,3131 N CEDAR AVE,FRESNO,CA,93703,Y,,,,1,,9,36.778799779313,-119.754437800939
2692,"CHESTERFIELD, MI",Supercenter,45400 MARKETPLACE BLVD,CHESTERFIELD,MI,48051,Y,Y,,,2,,9,42.630561491696,-82.854245406634
2696,"MOOREFIELD, WV",Supercenter,11 HARNESS RD,MOOREFIELD,WV,26836,,,,,0,Y,9,38.9907,-78.9745
2703,"FLORENCE, SC",Supercenter,2014 S IRBY ST,FLORENCE,SC,29505,,,,,0,Y,9,34.1231,-79.6893
2704,"RANDLEMAN, NC",Supercenter,1021 HIGH POINT ST,RANDLEMAN,NC,27317,Y,,,,1,,9,35.822119658927,-79.823688948319
2705,"FRANKLIN, VA",Supercenter,1500 ARMORY DR,FRANKLIN,VA,23851,Y,,,,1,,9,36.667481275426,-76.95425389483
2706,GRETNA (N) LA,Supercenter,1501 MANHATTAN BLVD,HARVEY,LA,70058,,,,,0,Y,9,29.8725,-90.0673
2708,TEMECULA CA,Supercenter,32225 TEMECULA PKWY,TEMECULA,CA,92592,Y,Y,Y,,3,,9,33.48152980385,-117.096562636283
2712,"MYRTLE BEACH (S), SC",Supercenter,541 SEABOARD ST,MYRTLE BEACH,SC,29577,Y,,,,1,,9,33.702503855022,-78.915175875491
