product,size,date,rating,title,text,nickname,helpful_yes,helpful_no,photos,fulfilled_by,seller,syndication_source,review_id
Original,15 lbs,2026-05-26,5,Try to find it elsewhere!!,Great litter but apparently hard to get. My order has been in the “delayed” status for over 7 days. I bought it ahead of time so we would not have any issue. I will be searching all pet stores to see if they carry it because this is flat out RIDICULOUS!!!!!!!!,Jansey,0,0,0,Walmart,Walmart.com,,426675768
Original,15 lbs,2026-05-25,5,,"Best cat litter and much more affordable thru Walmart. Combine this with a STEEL litter box, hardly any smell",Ariana,0,0,0,Walmart,Walmart.com,,426589422
Original,15 lbs,2026-05-25,5,Litter sticks to the clumps,"I ABSOLUTELY LOVE this cat litter! It is very effective at covering odors from the cats, as long as they cover up their treasures. It is lightweight but highly effective. It doesn't make my lungs hurt when I clean the litter boxes like it did when I used clay litter. Catalyst cat litter adheres to what the cats leave in the litter box. There are no pieces breaking when you scoop with this cat litter. Everything stays in tact as you scoop (sometimes areas of pee might fall apart, but it's not bad and at least it's not the feces falling apart). It is super easy to clean the litter box using Catalyst. Definitely recommend to everyone!",Cha,0,0,0,Walmart,Walmart.com,,426618736
Original,15 lbs,2026-05-25,5,,I don't like the clay at all this for me is perfect for my cats,Laurie,0,0,0,Walmart,Walmart.com,,426597365
Original,15 lbs,2026-05-25,1,Terrible,"I usually get World's Best Litter and I have no problem but I wanted to try this brand. It suck. Even with a clean litter box my cat gets poop and pee all over his feet and then he obviously tracks it everywhere and I have to wash his feet off. Will not buy this litter again, I've never had this issue even with cheap litter.",anonymous,0,0,0,Walmart,Walmart.com,,426617782
Original,15 lbs,2026-05-25,5,I will no longer buy other litters again!,"My cats Sir Feisty, Lady Luna, and Sir Benny loves this litter. They gives this all paws up. I love how it leaves the fresh wood smells, it clumps beautifully without me feeling like I'm digging for fossils, and it totally lasts a long time and doesn't smell even when I have to clean the litter box. All the cats use one litter box I try to have their own but they prefer it and it still doesn't smell like I have all three cats using one litter box I don't even have to use litter deodorizer! You wouldn't even know I had cats if it weren't for their toys. The other cat litter I would clean everyday and it just smells even when I use the litter deodorizer, clumps like concrete and I have to use a lot more. I love Catalyst so do my cats. I recommend it to anyone who have cats. Catalyst is now my go to cat litter. If I can say more I I would but it's 10/10.",Lunaskylark,0,0,0,Walmart,Walmart.com,,426620554
Original,15 lbs,2026-05-24,5,,"It does not smell, clumps and the cats do not drag it all over the house.
Highly recommend",Doug,0,0,0,Walmart,Walmart.com,,426568169
Original,15 lbs,2026-05-24,5,Works well for elderly cat and automatic litterbox,"My girl's pee smell was getting to be too much for me in my small townhome. My cat's area is in the room across from my bedroom. She is 14 and there is no way she is getting banished to the outdoors, so I had to find an alternative.  I am cursed with an above average olfactory system. I can't even wear perfume or be around people who have on strong perfume. Air fresheners and scented wall plugins are not an option for me. I've woken up from the smell of her litter box and got out of bed to go dump it out in the middle of the night. That's how bad it gets. So, I decided to get rid of her stainless steel box and bought an automatic litter box to help me keep her box clean right after she does her business so it doesn't have a chance to permeate the air for too long. That has helped but after several days the urine smell was back. I would have to completely empty out the box every week and start fresh. That was getting to be too expensive. I've had many brands of clay litter and none of them were effective. ""10 days odor free"" is a lie. Maybe 1 day tops. Also, her area is on the second floor so hauling up cases of clay litter was not fun. I saw an ad on Instagram for this litter so I decided to give it a try when I saw that Walmart carried it. I've been using it about a month now and I really am quite pleased with how it neutralizes odors. My cat took to it right away. I just mixed it in with her clay to get her adjusted and she was unbothered. I'm not going to say that it's perfect and I can't smell a thing, but it is far superior to any clay I have ever used. My office/cat space smells like the lumber aisle at a home improvement store now which I don't mind at all. I change out the bag that collects her used litter every other day and I don't really smell much urine anymore. The automatic litter box seems to handle it just fine. It does get stuck in certain places but it's easy to scrape off unlike clay. The clay was getting stuck in areas that would trip the sensor and prevent the box from completing its cleaning cycle. I am no longer having that issue. Anyway, the upstairs of my townhome smells good again and I can sleep in peace.",Anon,0,0,0,Walmart,Walmart.com,,426567289
Original,15 lbs,2026-05-23,5,,Never going back to the other kind of litter again.   This one is amazing!!,Sue,0,0,0,Walmart,Walmart.com,,426433921
Original,15 lbs,2026-05-23,1,Smells bad,"Has no dust and is easy to change out the used pulpy fluff. But it smells worse than wet wood before use. My cats tracked the fluff all over the house, and they didn't like using that litter, I'm guessing because of the smell.  After 1 week of smell torture for them I changed the litter out. I totally wished I had bought a smaller bag. As it stands now  I guess I'll use the 20 lbs as snow salt without the salt.",ConstanceG,0,0,0,Walmart,Walmart.com,,426409105
Original,34 lbs,2026-05-21,5,,We love it !,anonymous,0,0,0,Walmart,Walmart.com,,426277874
Original,34 lbs,2026-05-21,3,The product is excellent ....,"The product itself is great, but the bag had several gashes in it, repaired with tape, but still leaking.  They need to use better packaging.",anonymous,0,0,0,Walmart,Walmart.com,,426242112
Original,15 lbs,2026-05-20,1,,Not clumping with cat pee.,anonymous,0,0,0,Walmart,Walmart.com,,426170376
Original,15 lbs,2026-05-20,5,,"Dust free , lasts long. cuts down on odor.",Elizabeth,0,0,0,Walmart,Walmart.com,,426154946
Original,15 lbs,2026-05-20,5,,No dust or messy floor . Smells is not over powering and clumps well,Sue,0,0,0,Walmart,Walmart.com,,426136927
Original,15 lbs,2026-05-19,5,THIS CAT LITTER IS AMAZING!!!,"I have tried just about every kind of litter possible.  I Never want to use any litter other than this ever again.  At first , my cats did not want to try it because it is so different but of course , they eventually did.  It smells so good and I no longer have to sweep cat litter off my floors every single day.  I was a little worried that it might not scoop as easy as it says but it does! YAYYYY!!",Eleanor,0,0,0,Walmart,Walmart.com,,425997707
Original,15 lbs,2026-05-19,5,absolute best!,0 kitty litter odor or  poop/pee smell. lasts longer works better. best litter ive ever used. and ive tried all the top clay litters out there. super tight clumps dont break apart. avtoss the board ot delivers. highly recommended!!! It does track/ spead easily but it explains that on the bag and how to prevent it (high wall or enclosed box%26 ittee mat at entrance),Amber,0,0,0,Walmart,Walmart.com,,426065319
Original,34 lbs,2026-05-18,5,,no smell and so lightweight,Marianne,0,0,0,Walmart,Walmart.com,,425972250
Original,15 lbs,2026-05-17,4,,there is a tracking problem with it. I like it better than the clay because there's no dust associated with wood. my cat seems ok with it. she was wondering at first but seems to be alright now,Lynda,0,0,0,Walmart,Walmart.com,,425873731
Unscented,15 lbs,2026-05-17,5,Thankful for this clumping litter,This litter is fabulous and truly does what it says on its description!😸,Lynda,0,0,0,Walmart,Walmart.com,,425821713
Original,15 lbs,2026-05-16,5,,very interesting. nice scent. no dust. very natural. lightweight. cats had no problem adapting. will pirchas again.,Cassie,0,0,0,Walmart,Walmart.com,,425795650
Original,15 lbs,2026-05-15,5,Premium cat litter!,The best cat litter ever.  No dust.  Eliminates odor.  Biodegradable.,Julie,0,0,0,Walmart,Walmart.com,,425683905
Original,34 lbs,2026-05-15,5,,"This cat litter is lightweight, easy to use, and most of all, it's so much easier to carry out the ""used"" litter; with the other brands I've tried, the clumps are so heavy, it's like carrying out a bag of rocks to the trash. I like the odor-control, too. I'll continue to buy this brand.",Robin,0,0,0,Walmart,Walmart.com,,425654461
Original,15 lbs,2026-05-14,5,,Smells nice and easy to clean,Ruth,0,0,0,Walmart,Walmart.com,,425578828
Original,15 lbs,2026-05-12,5,10/10 Great Litter,"This stuff is the best cat litter I've ever used. I dug through the settings on my Walmart app, just so I could figure out how to leave a review for it.

It doesn't stink, it's easy to scoop, which is great for someone with arthritis, and my cat will actually use it and he's a very picky about litter. I like the smell of pine litter much better than clay litter, and I have a hard time scooping clay litter anyway because my hands aren't very strong.

The only downside is the price, but they aren't kidding, it lasts a long time. It clumps well, and you can shake out the extra sawdust from the scoop, so you're not throwing away a ton of unused litter. This is going to be my go to brand from now on.",J,0,0,0,Walmart,Walmart.com,,425310262
Original,15 lbs,2026-05-11,3,,so far so good. he is a cat so that may change. like the woody scent.,Linda,0,0,0,Walmart,Walmart.com,,425203249
Original,34 lbs,2026-05-09,5,,Definitely helps with smell! Great litter I just find myself struggling to shift it through the scoop but that's probably a me problem but it takes me like 5-7 mins to clean the litter box,Naomi,0,0,0,Walmart,Walmart.com,,425090390
Original,34 lbs,2026-05-09,5,,"I recommend this product. It clumps well, no odors and clean up is easy! ☆☆☆☆☆",Janet,0,0,0,Walmart,Walmart.com,,425060228
Original,34 lbs,2026-05-09,5,Best for odor.,Great for odor control.  There is a bit of the stuff that gets around but it's not that fine dust you get from clay litter. Put a Matt under it and it will be fine.,CHdavis,0,0,0,Walmart,Walmart.com,,425039326
Original,34 lbs,2026-05-08,1,,"Smells bad, turns into a weird icky paste when a cat uses it and you try to scoop it, have to use a litter scoop with wider grates otherwise nothing goes through but then you get these little pellets of peed on pieces that are impossible to pick up without dumping the litter",Jocelyn,0,0,0,Walmart,Walmart.com,,424904322
Original,34 lbs,2026-05-07,5,Really great litter,"Low dust if any, can’t smell the urine order, so far I love it.  I’ve used pine pellets for nearly 20 years, but this is awesome.  Clumps up nicely.  I used to breed cats, but no longer do that, but I have 3 large Mainecoons and they all seem to be using it.  I did leave one litter box down with the pine pellets until they transition to the new litter.  They seem to poop in the pellet one and urinate in the New stuff LOL",Dlthomson,0,0,0,Walmart,Walmart.com,,424807050
Unscented,15 lbs,2026-05-06,2,Disappointed,Not sure what I was expecting but this litter is far from it.  It’s true that there is no dust.  But it’s not scent free unless they mean artificial scenting. Otherwise it has an unpleasant wet wood smell.  It is not tract free at all.  I will not buy again and wish I hadn’t bought a big bag.,ConstanceG,1,0,0,Walmart,Walmart.com,,424760887
Original,15 lbs,2026-05-06,1,Lack of pee scooper,"Reason putting low stars is because the ""scoop"" isn't stay in scoop ball of urine. 
However the odor is good. My cat won't go there for a week. He preferably his favorite cat litter,  Arm %26 Hammer Hardball is an excellent pee scooper!",Dari,0,0,0,Walmart,Walmart.com,,424761133
Original,15 lbs,2026-05-05,5,Save the Planet,"This product is definitely worth the money. 
Low dust great clumping and you can easily get use to it. 
I believe if you love it your cats will love it too.   Jerry Am.",jerryam,0,0,0,Walmart,Walmart.com,,424622836
Unscented,15 lbs,2026-05-05,5,,"This litter is the best cat litter I've ever used! I will never buy regular litter again. It smells so good, a clean cedar scent, no dust at all. This litter clumps incredibly well and actually makes the urine clumps lighter somehow! My previous litter brands were so heavy after I'd empty the s",Abbey,0,0,0,Walmart,Walmart.com,,424601193
Unscented,34 lbs,2026-05-02,2,Messy,Turns into goo and stuck to my cats paws,Juliana,0,0,0,Walmart,Walmart.com,,424378342
Original,34 lbs,2026-05-01,5,,I've always been a tidy cat litter person and I got tired of the dust and pieces of litter on everything. This litter is wonderful. I don't really notice dust and it doesn't track all over the house. It clumps really good as well.,jaz,0,0,0,Walmart,Walmart.com,,424195312
Original,15 lbs,2026-05-01,5,,"easy two clean and cat loves it it don't make as much of the mess on the floor.\n No dust, which is great, mostly stays in the litter box. Want less tracking.  It's very cat friendly",Linda,0,0,0,Walmart,Walmart.com,,424243899
Unscented,34 lbs,2026-04-29,4,,"my old cat still goes outside, so was not affected by use of this new litter.  it likely reminds him of loose forested ground.  I had mixed it with existing lightweight clay. It actually appears to be faster at clumping and eliminating odors!  I love the light weight of it, and although he tracks it some it isn't gritty like clay.  The  bag itself, at 28 lbs is a bit awkward to pour in the initial stages but I bought because of the much better value per pound than clay.  My old cat has some health issues and uses the litterbox many times per day. 
Can't give 5 stars yet cos I haven't gotten the box diluted down to 0-2% clay, though I expect continued excellence.",Donald,0,0,0,Walmart,Walmart.com,,424059587
Original,34 lbs,2026-04-28,5,,This is hands down the best cat litter I’ve ever tried. I will only be using this for now on.  Total game changer.,justin,0,0,0,Walmart,Walmart.com,,423974720
Original,34 lbs,2026-04-27,5,,"I have 15 indoor cats in a 700 sq ft house. 
Catalyst is Amazing for No Odors whatsoever!
After the adjustment period, most did great. 3 older cats, well I put 4:1 with a scoopable litter and they are fine. my house does Not smell of Cat! I love this so much I could Sell it! 
You should add tho, that the metal open litter scoop is essential, and to shake clumps Gently. Minor dust, even the scented I don't notice at all. 
I Love this Catalyst!",CHARLOTTE,0,0,0,Walmart,Walmart.com,,423844919
Unscented,34 lbs,2026-04-27,5,Love it!,"Best litter I’ve used. Definitely a lot less dust, not fragrant though. I add arm %26 hammer for pets to the top and kinda mix it around. Still the same clean up but I now use one that is more like a mesh strainer. That way I get all those little nuggets that get overlooked",Jansey,0,0,0,Walmart,Walmart.com,,423839843
Unscented,34 lbs,2026-04-25,5,,"Finally, a litter that does everything that it needs to do. Lightweight, no odor and lasts for a long time.",Dionne,0,0,0,Walmart,Walmart.com,,423612902
Unscented,34 lbs,2026-04-23,5,,I have three indoor cats and I cannot believe how well this controls odor and how much easier it is to clean the litter box and keep it fresh for them and for myself,Sherry,0,0,0,Walmart,Walmart.com,,423492869
Original,34 lbs,2026-04-23,4,"Long lasting odor removal, but dusty and tracky","I have a lot of cats, and I’ve used a lot of different types of litter! 
Pros: great at masking smell without needing a deodorizer, lightweight, lasts weeks at a time, my cat who’s sensitive to smells and has many allergies
Cons: it produces a flour-like dust that shows on dark fabrics and clogs up vacuum filters 
Overall, would recommend if you’re willing to clean out your vacuum filter daily. Absolutely would not recommend if you have a lot of rugs, dark bedsheets, or a carpeted living space.",Robyn,0,0,0,Walmart,Walmart.com,,423472782
Unscented,34 lbs,2026-04-22,5,,So happy walmart has this!,Gj,0,0,0,Walmart,Walmart.com,,423408739
Original,15 lbs,2026-04-22,5,,"this is one of the best items I've ever bought. thank you Walmart for selling this You need more of this on the shelf. 
 it lives up to what it says My house smells clean and doesn't smell like clay cat box and cat poop.. I'm going to contact the company and see if I could strike a deal to do a infomercial for this company 
 fantastic product",Maxine,0,0,0,Walmart,Walmart.com,,423427396
Original,15 lbs,2026-04-20,5,,"As a cat rescuer,  this stuff is game changing!!  It is amazing.  I have a couple cats that have sensitivities to regular cat liter dust but this stuff doesn't bother them.  It works miracles for odor and traps any moisture and locks it in.  I will never use anything but this!!!",CB,1,0,0,Walmart,Walmart.com,,423207508
Original,15 lbs,2026-04-19,4,,"The only thing this product doesn't do is control ammonia odor. If it controlled odor, it would be top tier. I love how easy it is to scoop without heavy clumps like clay litter but the odor control needs a whole lot of improving.",YolandaPhi,1,0,0,Walmart,Walmart.com,,423159183
Original,34 lbs,2026-04-18,5,,"Good product I just started using it
So far so good",Cynthia,0,0,0,Walmart,Walmart.com,,423049617
Original,15 lbs,2026-04-18,5,,"I bought this because I was running out of the naturally fresh Walnut multi cat litter but I found this stuff to be Way better at half the price, I have used nearly every type of cat litter but I can no longer afford the naturally fresh Walnut cat litter, %26 to My surprise I found something Way better at more than 70% cheaper",michael,3,0,0,,Walmart.com,,423065477
Original,15 lbs,2026-04-17,5,,Wonderful so far!! It’s softer than other brands and clumps well!,,0,0,0,Walmart,Walmart.com,,423014019
Original,34 lbs,2026-04-17,5,,"I specifically bought this for my parrot to try out for the bottom of his space, i LOVE THE FRESH FRAGRANT SMELL ITS PERMEATED THROUGHOUT THE HOUSE AND ITS GREAT ON ABSORBENCY!!!  NOW I WILL USE  THIS FOR THE CAT ALSO!!!!!",CHARLOTTE,0,0,0,Walmart,Walmart.com,,422915372
Original,34 lbs,2026-04-16,2,,"Stuck to my cats feet , tracked all over the house and furniture . Bad odor , plastic like  texture. Overall a mess! 
Would not recommend .",Debbie,0,0,0,Walmart,Walmart.com,,422899086
Original,34 lbs,2026-04-16,4,Advantages outweigh disadvantages,"Likes: One-third the weight of clay; exceptional urine odor control; biodegradable; can be composted; 34-lb. bag lasted two months with five cats; pleasant natural scent.

Dislikes: No advantage over clay with respect to dust; lightweight composition allows cats to track it around more than clay.",Heakin,0,0,0,Walmart,Walmart.com,,422854339
Original,15 lbs,2026-04-15,1,,"cats wouldn’t use it. One time out of two weeks. They used it. They used their other box which has Arm %26 Hammer hardball, an excellent one, but too expensive for me. This seemed like an amazing deal, but cats just won’t use it.",Lisa,2,0,0,Walmart,Walmart.com,,422766239
Original,15 lbs,2026-04-15,5,,"low dust, clumps good, pleasant odor",Barbie,0,0,0,Walmart,Walmart.com,,422740097
Original,34 lbs,2026-04-14,1,,My cat tracks the wood pieces all over.  It is worse than the clay litter.  I wax really hoping it would better better and now I have 35 pounds of it left.  Good size and price but I have to vacuum every day.,Sandra,2,0,0,Walmart,Walmart.com,,422643977
Unscented,15 lbs,2026-04-13,5,,"Still integrating into the current litter. My cat has not had a problem so far. Once Catalyst is the only litter, i will review again. My reason for trying Catalyst, is to remove the dust from traditional litters. Scilica dust makes cats cough, could cause asthma in cats.",Laura,1,0,0,Walmart,Walmart.com,,422596121
Original,15 lbs,2026-04-13,5,,It's a little expensive but a fantastic product,Renae,0,0,0,Walmart,Walmart.com,,422597676
Unscented,34 lbs,2026-04-12,5,Very happy with my purchase,"I have 4 cats . When I was using clay litter I felt like I was going through 40 pounds within 2 weeks . I can already tell a difference in the usage between the two . Clay never clumped like it said it was supposed to and I felt like I wasted litter as well whereas Catalyst actually clumps and it’s not much litter wasted either . Their boxes still smell fresh and I no longer gag when it comes to scooping and changing the boxes . Transitioning from clay to pine for my cats was not hard at all . They seemed a little confused by it at first because it was new and it wasn’t what they were use to , but they did use it and I feel like they might like it more as well . It does track , but I would prefer this so much more than clay stuck to my socks .",Holly,2,0,0,Walmart,Walmart.com,,422485109
Original,15 lbs,2026-04-12,5,zero urine smell,way better than i expected - so far it's the best i've ever tried; and i have four cats - two boxes,Connies,1,0,0,Walmart,Walmart.com,,422496006
Original,34 lbs,2026-04-11,5,litter,the best cat litter,pmvn,1,0,0,Walmart,Walmart.com,,422309388
Original,34 lbs,2026-04-11,5,Catalyst is a Cata-YES!,"I have been using regular clay scoopable cat litter since I've had cats. I've used every brand of it from scoop away to Walmart brand to Target brand. they're all good. they all do the same thing. Catalyst is different. it is a recycled or should I say upcycled soft wood? it's a natural clumping design and there are different formulas. the green bag has sent. the blue bag does not. I personally like the blue bag better. when I started using this I didn't think my cats were going to like it because it looks looks weird but they adapted to it really well. and as long as you follow the directions that are on the bag for acclimating to it, it works like a charm. all three of my cats have no problem with it. the best part is that you don't smell my cat litter anymore and the waist is much lighter because it's not a heavy clay and because it's made from wood compostable also. it will automatically degrade and it doesn't cause more landfill. it also lasts forever. apparently I bought one 35 lb bag about 2 months ago and I have three cats and I'm just finishing that first one and starting a new bag now. I was also transitioning so I did have previous cat litter in those boxes. now that I'm using it solely, I'll probably go through about a bag every 6 weeks, but that's way better than what I was doing before. it's much cheaper in the long run. I'm a happy cat mom with three content kitties. it also doesn't track very much as long as you use a mat around your litter box and it is dust free which is really nice. it's much better for my asthma. it also clumps into nice big clumps for urine purposes. I would suggest using a wire scoop instead of a plastic one. it makes it so it just pours through and you don't have to shake it.",Rebecca,1,0,0,Walmart,Walmart.com,,422385391
Original,15 lbs,2026-04-10,1,,I still haven't received this item.,Antonia,0,0,0,Walmart,Walmart.com,,422285541
Original,34 lbs,2026-04-10,5,Love this litter!,"Waaaaay better than any clumping litter we’ve used before. We were buying litter every week for our 3 cats and it smelled, was heavy, and got tracked all over the house from their litter boxes. But this litter is lighter, has a slight pine scent, clumps well, no dust and doesn’t end up all over my house, and most importantly is it lasts way longer. So glad my husband found it, we’re never switching back.",Jeanine,1,0,0,Walmart,Walmart.com,,422249944
Original,34 lbs,2026-04-09,5,,finally found a litter that doesn't stink.it clumps really good.the only place on ours is the wall at the opening.my cats pee rt there.how n why.idk but cleaning was a breeze.still had some little pieces  but didnt mind that.no smell.i got the big bag.didnt fill a 5gal bucket.worth every penny!!,dorothia,1,0,0,Walmart,Walmart.com,,422142145
Original,15 lbs,2026-04-09,1,,Delivered to wrong address,Andrew,0,0,0,Walmart,Walmart.com,,422113168
Unscented,34 lbs,2026-04-09,5,"low dollar low dust, Catalyst is a must!","light weight, low dust and odor absorbing",Glenn,1,0,0,Walmart,Walmart.com,,422140487
Original,34 lbs,2026-04-08,1,Highly DO NOT recommend,"Very disappointing. They hype and advertise this like crazy. I finally decided to try it. Big mistake. Dusty, messy, tracks everywhere outside the box. Black cat looks like she’s covered in powder. What a mess! Don’t waste your time or money. 2 bags $60 for this non-clumping mess.",Shel,4,0,0,Walmart,Walmart.com,,422082865
Original,34 lbs,2026-04-08,5,Catalyst Cat litter,My first time trying this litter. So far I like it. The smell is nice.,Trish,2,0,0,Walmart,Walmart.com,,422014619
Original,34 lbs,2026-04-07,5,Life Changing!,"I've used clay litter for (really) 50 years. it was a pain in the butt.

I took a chance on Catalyst and it is one of the best things I've ever done. The bags are so much lighter, the litter makes the room smell actually good, and the cats used it right away! Cleaning the litter boxes is a breeze and there is no tracking around the house.

A surprise was that my allergies disappeared. I breathe easily, sleep better, and feel more energetic as a result.",William,39,0,0,Walmart,Walmart.com,,421897759
Original,15 lbs,2026-04-06,5,,"My cats love this  kind, I love it just as much as they do the smell is great as is amount and price",Brandon,1,0,0,Walmart,Walmart.com,,421822231
Original,15 lbs,2026-04-04,5,,this is a wonderful product it does track a lot however so much better than regular cat litter,Caroline,2,0,0,Walmart,Walmart.com,,421694003
Original,34 lbs,2026-04-04,5,Superb litter,Great replacement for dusty clay litter.,Beate,2,0,0,Walmart,Walmart.com,,421681768
Original,34 lbs,2026-04-04,5,,best litter ever!!!!,Llucky215,1,0,0,Walmart,Walmart.com,,421680345
Original,15 lbs,2026-03-30,5,,I’m really impressed with this litter this is the first time I’ve used it. I will buy again.,Sharon,3,0,0,Walmart,Walmart.com,,421147061
Original,15 lbs,2026-03-29,4,,Does not clump my cats urine.  Leaves a smelly mess.  When you change litter all you smell for days is wood dust,Kathleen,0,0,0,,Walmart.com,,421059468
Original,15 lbs,2026-03-29,5,,"I haven't used this product for full two months, it claims to last that long. But I have got to say that I am extremely happy with it after a few weeks. I've got two indoor cats that use the litter box and they can make quite a stink. Even after clearing the mess, the odor lingers with every other litter I've tried. I hate paying high prices for something that's literally made to be thrown away, but in this case you get what you pay for. The litter itself isn't dusty, it isn't perfumed, not heavy and clumps very well. My cats  always strive to cover not only their own poop, but everything else in the room around them as they kick and swat litter. I don't know why it would make a difference, but they haven't been doing that with this litter, they're much neater. Maybe that's their own review.",Paige,18,0,0,Walmart,Walmart.com,,421029510
Original,34 lbs,2026-03-28,1,YUK!  Cloud of dust and overpowering wood smell,"Very very dusty.  Leaves a layer of dust all over the room.  I create a cloud of dust when I scoop the box.  I have to dust off my black cats paws and legs and face and whatever else comes in contact with the litter.  The “wood” smell is strong and annoying.  It probably covers up the pee and poop smells.  It clumps up pretty good.  The litter consistency is like saw dust.  I can see it getting mushy eventually.  I’m mixing in my usual clay clumping litter in with it just to use it up because i got a huge bag of it because I hate wasting, but this is probably the worse litter I’ve ever tried.  It’s way too dusty and the wood smell is just too strong.",Gina,6,0,0,Walmart,Walmart.com,,420946148
Original,15 lbs,2026-03-27,2,Messy and Stinky,I hate this litter. it's crazy messy with how much it tracks. i thought it woukd be like other wood litters and tried it because of the great reviews. it smells similar to other wood litters out of the bag but smells so bad once used. my whole house smells like wet old wood. would not recommend.  I was hoping it would work like the old OKO litter before 2020. NOPE!,shontaya,5,0,0,Walmart,Walmart.com,,420894259
Original,34 lbs,2026-03-27,5,,"Clumps well and doesn't stick to the bottom of the litter box. I personally like the mild sent of wood, but I believe it also comes in unscented. I really love the idea of using upcycled sawmill waste which is biodegradable as opposed to clay litter, which can sit in a landfill indefinitely.",Chelle,1,0,0,Walmart,Walmart.com,,420893069
Original,34 lbs,2026-03-26,1,Don’t buy,"I thought I would love this stuff

Problem is within bout 2 -3 days depending on how many cats and litter boxes as I have 3 cats and 2 litter boxes and my house smells like cat crap

Only after changing both boxes to this litter the house smells like cat poop only after maybe a few days

I can’t return cause I threw bag away",Pamela,3,0,0,Walmart,Walmart.com,,420788711
Original,34 lbs,2026-03-26,5,Great Product,"Very little carry out of litter near box…some but very minimal….  Controls odor and very easy to scoop as it clump’s nicely ..
Referred to a friend and I will definitely purchase again!!!",Sandra,2,1,0,Walmart,Walmart.com,,420810190
Original,15 lbs,2026-03-23,4,,"been using it...cats are ok with it

there is no order from it..which is great",Dalia,2,0,0,Walmart,Walmart.com,,420434516
Original,15 lbs,2026-03-19,1,Do not buy,"You think your getting a awesome deal but your not

Your house will smell so bad of cat crap it ain’t funny and I only have 2 young cats

You will notice it within bout 2-3 max

Do not buy this unless u use it outside",Pamela,5,2,0,Walmart,Walmart.com,,420089801
Unscented,34 lbs,2026-03-13,5,,The cats love it and it works great.  Ou cats don't have any skin reactions.   It's great!!!! Great price too!!!!,WalmartCustomer,1,0,0,,Walmart.com,,419382663
Original,15 lbs,2026-03-12,5,Great litter,"I love this cat litter! It has a nice pine scent(obviously because what it is made of) it doesn’t smell bad even when I forget to clean the litter box, I’d recommend this litter to anyone, my cats love it, I switched over from using pretty litter. I don’t mind the tracking because I use a litter mat which helps out a lot.",Sabrina,7,0,0,Walmart,Walmart.com,,419201132
Original,34 lbs,2026-03-10,1,,"The bag came to me ripped and taped, and when I weighed it, it was lighter than the 34 lbs by a pound. So I paid full price for something that had less than what I paid for.",WalmartCustomer,1,2,0,,Walmart.com,,418995173
Original,34 lbs,2026-03-10,5,Great New Type of Kitty Litter!,Saw this litter at Humane Society where I rescued my Baby Cat Reo!  Clumps but not like heavy cement!  Long lasting so great Value for the Price!!!  Not your Typical litter!  It’s brown in color %26 made from New Ource! Buy it %26 try it!,anonymous,2,0,0,Walmart,Walmart.com,,418969531
Original,15 lbs,2026-03-05,5,love it,not my normal bag. i usually get the multi cat formula from chewy.  with 12 cats it only lasted  1 week. but way better than clay litter.does not trigger my copd,vanessa,6,0,0,Walmart,Walmart.com,,418540125
Original,15 lbs,2026-03-05,1,Cata-horrible Cat Litter,"This is absolutely the worst cat litter I have ever used.  It is supposed to be clumping, but clumps immediately fall apart when scooping.  There is litter stuck in their paws and tracked all over the room.  The urine smell mixed with the wood smell is terrible.   Turds aren't a problem, but then unless they have diarrhea, it rarely is....

I honestly thought I got a defective  bag.  I went to their website and it states that if the litter is not clumping, it is too wet from humidity.  I live in SW Florida.  Humidity capital of the world.  The website states the litter doesn't track (it does) and that it absorbs odor (it does not).   I scoop daily, and use pan liners to keep the smell down.

On the up side (proverbial optimist) I only put the litter in one of the three litter boxes.  We have three kitties and three litter boxes.  I am so glad I didn't put it in the lanai box (12 feet from pool) or bedroom (OMG, hubby would have a fit if he walked through this mess barefoot).  Our kitties don't seem to mind it (two kittens 6 mos old and one senior grumpy cat).  

I have never purchased a product that was so completely off from the description.  I switched to avoid the dust and mess from clay litter, but I'm running back to Fresh Step and begging forgiveness.",Anne,17,2,0,Walmart,Walmart.com,,418503855
Original,15 lbs,2026-03-05,4,,not used yet so not ready for 5 stars but reviews and price pushed me to buy,WalmartCustomer,2,1,0,,Walmart.com,,418471491
Original,15 lbs,2026-03-03,5,Cats lite the  litter    and   so do I |!,I have 4 cats  and have  been looking for a good litter  that they would  and not be    (bluntly a  pain  to keep clean and not  mess up  all the house        So far I am more than happy to have  found this one !!!,Adrienne,4,0,0,Walmart,Walmart.com,,418349450
Original,15 lbs,2026-02-25,5,Give this a try,I have been using this for several years.  I am so glad Walmart has finally carring it at the store. Used properly it can last longer than most litters. I haven't switched litter in a long time.,Gj,8,1,0,Walmart,Walmart.com,,417623191
Unscented,15 lbs,2026-02-12,5,Catalyst is the Best Litter,Great odor control and I love that a 15 lbs bag can last us so long. I used to purchase this from a subscription but now it is even easier coming from Walmart.,jonah,2,0,0,Walmart,Walmart.com,,416380850
Original,15 lbs,2026-02-05,5,Finally Catalyst Pet Litter is at Walmart,"Just spotted Catalyst Pet Litter at Walmart and I’m honestly excited. I’ve been using it for a while now, and it’s hands down the best litter I’ve tried—great odor control, low dust, and more sustainable. Love that I can grab it on a regular Walmart run now!!",Cindee,24,0,0,Walmart,Walmart.com,,415624328
